65,0
66,0
69,0
71,0
80,0
87,0
130,0
150,0
159,0
166,0
169,0
180,0
187,0
225,0
247,0
253,0
284,0
294,0
370,0
397,0
398,0
424,0
442,0
479,0
489,0
40017,0
40020,0
40054,0
40056,0
40064,0
40078,0
40081,0
40113,0
40119,0
40132,0
40181,0
40198,0
40221,0
40236,0
40237,0
40251,0
40262,0
40273,0
40275,0
40322,0
40326,0
40331,0
40349,0
40380,0
40412,0
120041,1
120067,1
120106,1
120115,1
120121,1
120132,1
120143,1
120152,1
120160,1
120179,1
120209,1
120224,1
120225,1
120247,1
120271,1
120282,1
120318,1
120339,1
120340,1
120342,1
120365,1
120395,1
120398,1
120421,1
120465,1
160021,1
160064,1
160092,1
160136,1
160167,1
160202,1
160273,1
160284,1
160328,1
160358,1
160423,1
160438,1
160448,1
160453,1
160477,1
160488,1
160538,1
160542,1
160554,1
160586,1
160607,1
160609,1
160610,1
160625,1
160673,1
