600016,0
600018,0
600026,0
600027,0
600092,0
600107,0
600124,0
600148,0
600151,0
600167,0
600190,0
600205,0
600207,0
600211,0
600213,0
600217,0
600222,0
600244,0
600246,0
600247,0
600249,0
600257,0
600261,0
600281,0
600298,0
640004,0
640010,0
640016,0
640047,0
640055,0
640068,0
640072,0
640081,0
640088,0
640090,0
640092,0
640101,0
640107,0
640135,0
640143,0
640148,0
640166,0
640171,0
640177,0
640191,0
640206,0
640208,0
640215,0
640237,0
640239,0
720020,1
720025,1
720035,1
720073,1
720078,1
720085,1
720088,1
720090,1
720102,1
720111,1
720137,1
720155,1
720156,1
720160,1
720165,1
720167,1
720168,1
720176,1
720179,1
720182,1
720202,1
720254,1
720256,1
720262,1
720265,1
760008,1
760021,1
760031,1
760046,1
760068,1
760104,1
760122,1
760137,1
760152,1
760162,1
760182,1
760195,1
760205,1
760219,1
760237,1
760238,1
760260,1
760299,1
760323,1
760339,1
760341,1
760354,1
760357,1
760363,1
760374,1
