ID	intent	text	domain	label
3232323232313037	IN:SET_RSVP_INTERESTED	Réponds peut-être au lancement du livre Insurgent Empire	event	0
3232343533373130	IN:SET_RSVP_INTERESTED	réponds peut-être pour le quatrième événement	event	0
3232343533313735	IN:SET_RSVP_INTERESTED	indique que je suis Intéressé par la Conférence sur l'urbanisme numérique	event	0
3232343532393836	IN:SET_RSVP_INTERESTED	change mon statut par Intéressé pour le deuxième événement	event	0
3232343532373835	IN:SET_RSVP_INTERESTED	réponds Intéressé par Plate by Plate	event	0
3232343532373730	IN:SET_RSVP_INTERESTED	intéressé par le premier événement	event	0
3232343532363533	IN:SET_RSVP_INTERESTED	intéressé par le fait d'aller au Two Door Cinema Club	event	0
3232323232313435	IN:SET_RSVP_INTERESTED	Fais passer mon statut à Intéressé par le deuxième événement	event	0
3231323331353030	IN:GET_REMINDER_AMOUNT	combien de rappels ai-je la semaine prochaine ?	reminder	2
3231323235313631	IN:GET_REMINDER_AMOUNT	Combien de rappels ai-je avec AJ ?	reminder	2
3231323235373132	IN:GET_REMINDER_DATE_TIME	Quand est le rappel pour mon prochain dîner familial ?	reminder	4
3231323235363132	IN:GET_REMINDER_DATE_TIME	Rappel Quand a lieu le nettoyage des tapis	reminder	4
3231323234373330	IN:GET_REMINDER_DATE_TIME	Quand est réglé mon rappel d’envoi des informations par e-mail à Jon ?	reminder	4
3231323234363036	IN:GET_REMINDER_DATE_TIME	Combien de semaines encore avant le rappel de l'anniversaire de mon père ?	reminder	4
3231323234343330	IN:GET_REMINDER_DATE_TIME	Quand a lieu le rappel pour le vol de la semaine prochaine ?	reminder	4
3231323331383338	IN:GET_REMINDER_DATE_TIME	Quand devrais-je pouvoir voir le rappel de la réunion pour le club scientifique de mes frères ?	reminder	4
3138393931343331	IN:GET_EMPLOYMENT_TIME	Quand Li a-t-elle commencé à travailler pour Apple ?	people	5
3138393931333535	IN:GET_EMPLOYMENT_TIME	Quand Heidi a-t-elle commencé à travailler chez Target ?	people	5
3138393931313334	IN:GET_EMPLOYMENT_TIME	Pourquoi l’emploi de Jen ne prend-il pas fin ?	people	5
3138393931313232	IN:GET_EMPLOYMENT_TIME	Isabell a travaillé pour Amazon entre 2000 et 2010 ?	people	5
3138393933373038	IN:GET_EMPLOYMENT_TIME	Combien de temps Marani a-t-elle travaillé chez Toys R Us ?	people	5
3138393933303438	IN:GET_EMPLOYMENT_TIME	quand est-ce que Mark a commencé à travailler chez Home Depot ?	people	5
3138393932333333	IN:GET_EMPLOYMENT_TIME	À quelle date Bob a-t-il commencé à travailler ici	people	5
3138393932303633	IN:GET_EMPLOYMENT_TIME	il y a combien de temps que Kévin a commencé à travailler pour Amazon ?	people	5
39353534353434	IN:LOOP_MUSIC	Passe cette chanson en boucle.	music	6
39353232323831	IN:LOOP_MUSIC	localisez et répétez «simple man» de jensen ackles	music	6
3139383039313932	IN:GET_CONTACT_METHOD	J'ai besoin du courriel de Henry Smith tout de suite	people	7
3139383039313539	IN:GET_CONTACT_METHOD	quel est le meilleur numéro de téléphone pour joindre Percival ?	people	7
39353039323934	IN:SKIP_TRACK_MUSIC	Peux tu passer le morceau en cours	music	8
39343935363533	IN:SKIP_TRACK_MUSIC	Sautez la chanson qui est actuellement diffusée	music	8
39343733303039	IN:SKIP_TRACK_MUSIC	Merci de passer au prochain morceau	music	8
3132363036343134	IN:SKIP_TRACK_MUSIC	zappe	music	8
3132353834333036	IN:SKIP_TRACK_MUSIC	Peux-tu jouer la prochaine chanson s'il te plaît	music	8
39353831313535	IN:SKIP_TRACK_MUSIC	passe cette chanson	music	8
39353635353239	IN:SKIP_TRACK_MUSIC	Passe la chanson actuelle	music	8
39353633373739	IN:SKIP_TRACK_MUSIC	Saute cette chanson sur Amazon music.	music	8
3132363130353134	IN:LIKE_MUSIC	Aime cette publication	music	9
3132353932383338	IN:GET_TRACK_INFO_MUSIC	est-ce que c'est une nouvelle chanson	music	10
3132353839343738	IN:GET_TRACK_INFO_MUSIC	qui sont les artistes de cet album	music	10
39353739333334	IN:GET_TRACK_INFO_MUSIC	Qui est l'artiste de cette chanson ?	music	10
39353639303334	IN:GET_TRACK_INFO_MUSIC	C'est quel album ?	music	10
39353536323532	IN:GET_TRACK_INFO_MUSIC	Qui est l'artiste de ce titre ?	music	10
39353333353232	IN:GET_TRACK_INFO_MUSIC	Cette chanson est-elle sur le nouvel album ?	music	10
39353331353733	IN:GET_TRACK_INFO_MUSIC	Quelle est la chanson suivante ?	music	10
39353330373833	IN:GET_TRACK_INFO_MUSIC	nomme ce morceau	music	10
39353238373137	IN:GET_TRACK_INFO_MUSIC	Qui est l'artiste qui chante cette chanson ?	music	10
39343839393133	IN:GET_TRACK_INFO_MUSIC	qui joue en ce moment	music	10
39343837313035	IN:GET_TRACK_INFO_MUSIC	Combien coûte cette chanson si je veux l’acheter ?	music	10
39343638353130	IN:GET_TRACK_INFO_MUSIC	est-ce enya ?	music	10
3139393237353136	IN:GET_TRACK_INFO_MUSIC	C'est une bonne chanson sur Spotify, de quoi s'agit-il ?	music	10
3231313531393539	IN:CREATE_REMINDER	Rappelle-moi de commander les fournitures scolaires d'Ellie cette semaine.	reminder	11
3231313531393531	IN:CREATE_REMINDER	Rappelez-moi de payer les factures demain.	reminder	11
3231313531383530	IN:CREATE_REMINDER	Rappelle-moi de faire les courses pour la fête vendredi	reminder	11
3231313531383439	IN:CREATE_REMINDER	Rappelez-moi d'appeler Mary demain à 15 heures.	reminder	11
3231313531383433	IN:CREATE_REMINDER	J'ai besoin de prendre de l'argent pour Caleb, rappelez-moi demain matin à 9 heures s'il vous plaît.	reminder	11
3231313531383334	IN:CREATE_REMINDER	Pouvez-vous me rappeler de faire un cadeau à Stacy jeudi prochain dans la matinée ?	reminder	11
3231313531373730	IN:CREATE_REMINDER	Je ne veux pas rater le train à 10h, pouvez-vous me le rappeler 30 minutes avant ?	reminder	11
3231313531373231	IN:CREATE_REMINDER	Rappelle-moi de vérifier mon compte gmail à 16h heure de la côte est, s’il te plaît	reminder	11
3231313531373035	IN:CREATE_REMINDER	RAPPELLE À JULIE QU’ON SE VOIT LA SEMAINE PROCHAINE	reminder	11
3231313531363832	IN:CREATE_REMINDER	Rappelez-moi dimanche le match de football qui se jouera en août.	reminder	11
3231313531363737	IN:CREATE_REMINDER	Peux-tu me rappeler de finir la leçon 3 sur l’anatomie à 6h ce jeudi ?	reminder	11
3231313531353631	IN:CREATE_REMINDER	Rappelez-moi d'aller chercher les médicaments de Makael vendredi.	reminder	11
3231313531333933	IN:CREATE_REMINDER	Rappelle-moi d’envoyer un message à Jessica ce soir	reminder	11
3231313531333431	IN:CREATE_REMINDER	Rappelle-moi d’appeler Paul mercredi prochain après-midi à 14h.	reminder	11
