0,0
28,0
116,0
124,0
127,0
146,0
183,0
240,0
254,0
288,0
293,0
304,0
307,0
329,0
339,0
346,0
357,0
368,0
374,0
379,0
390,0
403,0
436,0
444,0
454,0
40018,0
40021,0
40023,0
40035,0
40037,0
40077,0
40114,0
40131,0
40141,0
40151,0
40167,0
40187,0
40195,0
40206,0
40211,0
40217,0
40234,0
40246,0
40286,0
40290,0
40299,0
40311,0
40319,0
40374,0
40385,0
120014,1
120015,1
120061,1
120068,1
120095,1
120147,1
120159,1
120167,1
120172,1
120181,1
120188,1
120203,1
120231,1
120252,1
120268,1
120272,1
120301,1
120327,1
120372,1
120375,1
120419,1
120426,1
120429,1
120432,1
120459,1
160006,1
160007,1
160009,1
160040,1
160044,1
160067,1
160095,1
160134,1
160145,1
160152,1
160163,1
160164,1
160166,1
160179,1
160187,1
160197,1
160200,1
160234,1
160238,1
160256,1
160264,1
160269,1
160272,1
160290,1
160291,1
