200008,0
200010,0
200019,0
200027,0
200046,0
200134,0
200149,0
200166,0
200169,0
200180,0
200197,0
200201,0
200216,0
200219,0
200221,0
200226,0
200250,0
200270,0
200271,0
200279,0
200334,0
200348,0
200359,0
200389,0
200414,0
240004,0
240013,0
240020,0
240027,0
240059,0
240063,0
240082,0
240092,0
240097,0
240100,0
240103,0
240109,0
240113,0
240143,0
240161,0
240167,0
240186,0
240201,0
240214,0
240215,0
240219,0
240221,0
240235,0
240237,0
240250,0
320005,1
320012,1
320020,1
320027,1
320037,1
320039,1
320040,1
320041,1
320056,1
320064,1
320071,1
320077,1
320091,1
320116,1
320121,1
320137,1
320144,1
320152,1
320158,1
320161,1
320201,1
320203,1
320225,1
320235,1
320238,1
360000,1
360019,1
360027,1
360034,1
360046,1
360080,1
360099,1
360138,1
360150,1
360192,1
360211,1
360226,1
360227,1
360263,1
360300,1
360345,1
360360,1
360364,1
360396,1
360398,1
360411,1
360432,1
360438,1
360444,1
360467,1
