12,0
31,0
34,0
43,0
50,0
53,0
56,0
57,0
82,0
85,0
96,0
101,0
114,0
126,0
136,0
142,0
148,0
155,0
160,0
174,0
196,0
197,0
199,0
220,0
236,0
40007,0
40012,0
40092,0
40095,0
40101,0
40103,0
40110,0
40126,0
40129,0
40153,0
40165,0
40175,0
40190,0
40199,0
40201,0
40230,0
40249,0
40250,0
40279,0
40281,0
40282,0
40291,0
40293,0
40295,0
40297,0
120000,1
120008,1
120009,1
120020,1
120025,1
120026,1
120028,1
120029,1
120038,1
120039,1
120051,1
120070,1
120080,1
120083,1
120087,1
120089,1
120100,1
120120,1
120128,1
120129,1
120133,1
120134,1
120138,1
120144,1
120150,1
160000,1
160008,1
160010,1
160013,1
160024,1
160030,1
160047,1
160050,1
160061,1
160063,1
160078,1
160079,1
160098,1
160110,1
160124,1
160125,1
160135,1
160137,1
160143,1
160146,1
160160,1
160161,1
160172,1
160173,1
160178,1
