ID	intent	text	domain	label
3232323232313431	IN:SET_RSVP_INTERESTED	Ändere meinen Status für das dritte Ereignis auf interessiert	event	0
3232343533353933	IN:SET_RSVP_INTERESTED	Antworte der Digital Urbanisms Konferenz mit "Interessiert"	event	0
3232343533343535	IN:SET_RSVP_INTERESTED	Markiere mich als interessiert für diese Veranstaltung	event	0
3232343533333836	IN:SET_RSVP_INTERESTED	Melde mich als „vielleicht" für das zweite Event	event	0
3232343533313339	IN:SET_RSVP_INTERESTED	Melde mich als „interessiert" am zweiten Event	event	0
3232343533313031	IN:SET_RSVP_INTERESTED	lege meinen Status für die Buchvorstellung von "Insurgent Empire" als "Interessiert" fest	event	0
3232343532393234	IN:SET_RSVP_INTERESTED	Ändere meinen Status für Hocus Pocus auf „vielleicht"	event	0
3232343532373136	IN:SET_RSVP_INTERESTED	interessiert daran, zu Besetzung von Alcatraz zu gehen	event	0
3231323233313237	IN:GET_REMINDER_AMOUNT	Wie viele Supermarkt-Erinnerungen habe ich für diesen Monat?	reminder	2
3231323332303836	IN:GET_REMINDER_AMOUNT	Wie viele Erinnerungen habe ich heute für den Hund?	reminder	2
3232323230333137	IN:PLAY_MEDIA	Cover von Juice WRLD finden.	music	3
3231323331393837	IN:GET_REMINDER_DATE_TIME	Wann ist meine Erinnerung zur Reparatur des Trucks?	reminder	4
3231323330373435	IN:GET_REMINDER_DATE_TIME	Für wann ist meine Erinnerung an Kaffee mit Alex eingestellt	reminder	4
3231323239363637	IN:GET_REMINDER_DATE_TIME	Wann ist die Erinnerung an das Konzert?	reminder	4
3231323237303536	IN:GET_REMINDER_DATE_TIME	Für welchen Tag nächste Woche ist meine Erinnerung eingerichtet, meine Kreditkartenrechnung zu bezahlen?	reminder	4
3231323233353939	IN:GET_REMINDER_DATE_TIME	Wann soll unser Nähklubtreffen stattfinden?	reminder	4
3231323337373035	IN:GET_REMINDER_DATE_TIME	Erinner mich, wenn die Nummer fünf auftaucht	reminder	4
3231323334343630	IN:GET_REMINDER_DATE_TIME	Für welchen Tag und welche Uhrzeit besteht die Erinnerung an Tinas Arzttermin?	reminder	4
3138393931393937	IN:GET_EMPLOYMENT_TIME	Wie lange hat Marc für Westside Appliance gearbeitet	people	5
3138393931393930	IN:GET_EMPLOYMENT_TIME	Wie lange ist Rachel schon bei Hilton?	people	5
3138393931373237	IN:GET_EMPLOYMENT_TIME	In welchem Jahr hat Debbie ihre Arbeit bei Bath And Body begonnen?	people	5
3138393931333738	IN:GET_EMPLOYMENT_TIME	Hat Tonya vor Google bei Chipotle gearbeitet?	people	5
3138393931323830	IN:GET_EMPLOYMENT_TIME	Wie lange hat Jeff bei Amazon gearbeitet?	people	5
3138393931313134	IN:GET_EMPLOYMENT_TIME	Wie lange ist Abigail schon Krankenschwester?	people	5
3138393930383937	IN:GET_EMPLOYMENT_TIME	Wann hat Caesar seine Architektur-Karriere abgeschlossen?	people	5
3138393933363236	IN:GET_EMPLOYMENT_TIME	Wie lange arbeitet Judi schon bei Tupperware?	people	5
3138393933323930	IN:GET_EMPLOYMENT_TIME	Wann hat Dave angefangen, für die Stadt Houston zu arbeiten?	people	5
3138393933303434	IN:GET_EMPLOYMENT_TIME	Wie lange arbeitet Jill schon für ihren momentanen Arbeitgeber?	people	5
39353633393632	IN:LOOP_MUSIC	Letzten Song in Dauerschleife spielen	music	6
39353134383530	IN:LOOP_MUSIC	Lass dieses Lied so lange auf Wiederholung, bis ich dir sage, dass du aufhören sollst.	music	6
3139383039313536	IN:GET_CONTACT_METHOD	Kannst du mir die Handynummer von Mariah Jenner sagen, falls sie aufgeführt ist?	people	7
3132353732393233	IN:SKIP_TRACK_MUSIC	spiel noch ein Lied	music	8
3132353634393137	IN:SKIP_TRACK_MUSIC	Bitte überspringe diese Musik	music	8
3132353634353931	IN:SKIP_TRACK_MUSIC	spiel den nächsten Titel	music	8
39353735313235	IN:SKIP_TRACK_MUSIC	Titel überspringen	music	8
39353732323839	IN:SKIP_TRACK_MUSIC	Bitte spring zum nächsten Lied	music	8
39353639383438	IN:SKIP_TRACK_MUSIC	Überspringe alle Country-Lieder.	music	8
39353639353034	IN:SKIP_TRACK_MUSIC	Spiel das nächste Lied	music	8
39353631343431	IN:SKIP_TRACK_MUSIC	Überspringe die nächsten fünf Songs	music	8
39353131353631	IN:SKIP_TRACK_MUSIC	Überspringe bitte Beyoncé.	music	8
39353830313133	IN:LIKE_MUSIC	Setze ein Lesezeichen für den aktuellen Track	music	9
3132353832363530	IN:GET_TRACK_INFO_MUSIC	Wann ist dieses Lied erschienen	music	10
3132353737353537	IN:GET_TRACK_INFO_MUSIC	zeige für alle Lieder den Namen des Interpreten an	music	10
39353830303236	IN:GET_TRACK_INFO_MUSIC	Wie heißt dieses Lied?	music	10
39353739343432	IN:GET_TRACK_INFO_MUSIC	Wie heißt das Lied	music	10
39353534383133	IN:GET_TRACK_INFO_MUSIC	Wer singt It Just Comes Natural	music	10
39353432383533	IN:GET_TRACK_INFO_MUSIC	Wer hat das letzte Lied gesungen?	music	10
39353431323434	IN:GET_TRACK_INFO_MUSIC	Wie heißt diese Band?	music	10
39353430393339	IN:GET_TRACK_INFO_MUSIC	Erzähle mir mehr über dieses Lied.	music	10
39353339343731	IN:GET_TRACK_INFO_MUSIC	Welcher Künstler ist das	music	10
39353330393535	IN:GET_TRACK_INFO_MUSIC	Wer spielte das letzte Lied	music	10
39353238373039	IN:GET_TRACK_INFO_MUSIC	Wer spielt dieses Lied?	music	10
39353130303237	IN:GET_TRACK_INFO_MUSIC	WER singt dieses Lied?	music	10
39353035383436	IN:GET_TRACK_INFO_MUSIC	Wie viele Songs sind auf der CD?	music	10
39353033373134	IN:GET_TRACK_INFO_MUSIC	Wie heißt der Interpret dieses Liedes.	music	10
