ID	intent	text	domain	label
3232323232313037	IN:SET_RSVP_INTERESTED	Antworte bitte vielleicht an Insurgent Empire Book Launch	event	0
3232343533373130	IN:SET_RSVP_INTERESTED	Antworte mit "vielleicht" für das vierte Event	event	0
3232343533313735	IN:SET_RSVP_INTERESTED	Markiere mich als interessiert an der Digital Urbanisms Conference	event	0
3232343532393836	IN:SET_RSVP_INTERESTED	Ändere meinen Status auf interessiert für das zweite Event	event	0
3232343532373835	IN:SET_RSVP_INTERESTED	Melde mich als "interessiert" für Plate by Plate	event	0
3232343532373730	IN:SET_RSVP_INTERESTED	Lust, zur ersten Veranstaltung zu gehen	event	0
3232343532363533	IN:SET_RSVP_INTERESTED	Interesse daran, zum Two Door Cinema Club zu gehen	event	0
3232323232313435	IN:SET_RSVP_INTERESTED	Ändere meinen Status für die zweite Veranstaltung zu interessiert	event	0
3231323331353030	IN:GET_REMINDER_AMOUNT	wie viele Erinnerungen habe ich nächste Woche?	reminder	2
3231323235313631	IN:GET_REMINDER_AMOUNT	Wie viele Erinnerungen habe ich mit AJ?	reminder	2
3232323230303538	IN:PLAY_MEDIA	Finde Snoop Dogg	music	3
3231323332333437	IN:GET_REMINDER_DATE_TIME	Wann ist meine nächste Erinnerung?	reminder	4
3231323331393739	IN:GET_REMINDER_DATE_TIME	Welche Zeit zeigt die Klassentreffens-Einladung-Erinnerung?	reminder	4
3231323235363132	IN:GET_REMINDER_DATE_TIME	Wann ist die Erinnerung für die Teppichreinigung	reminder	4
3231323331383338	IN:GET_REMINDER_DATE_TIME	Wann kann ich die Erinnerung an das Treffen der Naturwissenschafts-AG von meinem Bruder voraussichtlich sehen?	reminder	4
3231323239313831	IN:GET_REMINDER_DATE_TIME	Wann ist meine Erinnerung für das Mittagessen mit Tesha?	reminder	4
3231323235343334	IN:GET_REMINDER_DATE_TIME	Wann ist meine Erinnerung, Sally in Topeka zu treffen?	reminder	4
3231323334373232	IN:GET_REMINDER_DATE_TIME	Wann wird die Erinnerung an Phils Geburtstagsfeier gesendet?	reminder	4
3138393931333535	IN:GET_EMPLOYMENT_TIME	Wann hat Heidi angefangen, bei Target zu arbeiten?	people	5
3138393933373038	IN:GET_EMPLOYMENT_TIME	Wie lange hat Marani bei Toys R Us gearbeitet?	people	5
3138393933303438	IN:GET_EMPLOYMENT_TIME	wann hat Mark angefangen, bei Home Depot zu arbeiten?	people	5
3138393932343136	IN:GET_EMPLOYMENT_TIME	Wie lange arbeitet Sarah schon bei Allstate?	people	5
3138393932333333	IN:GET_EMPLOYMENT_TIME	An welchem Datum hat Bob hier zu arbeiten begonnen	people	5
3138393932303633	IN:GET_EMPLOYMENT_TIME	Wie lange ist es her, dass Kevin bei Amazon angefangen hat?	people	5
3138393931313937	IN:GET_EMPLOYMENT_TIME	Wie lange hat Debbie bei Walmart gearbeitet?	people	5
3138393933333534	IN:GET_EMPLOYMENT_TIME	Wie lange arbeitet Bob schon bei Fox?	people	5
3138393933303337	IN:GET_EMPLOYMENT_TIME	Wie lange hat Sam für ABC Tech gearbeitet?	people	5
3138393933303037	IN:GET_EMPLOYMENT_TIME	Seit wann arbeitet Joe für Appen?	people	5
39353238343336	IN:LOOP_MUSIC	Lass Despacito auf Wiederholung laufen	music	6
3132363031353339	IN:LOOP_MUSIC	Wiederhole das letzte Lied sechs Mal	music	6
3139383039323035	IN:GET_CONTACT_METHOD	Instagram-Benutzername für Hailey Sharmours	people	7
3132363036343134	IN:SKIP_TRACK_MUSIC	Überspringen	music	8
3132353834333036	IN:SKIP_TRACK_MUSIC	Kannst du bitte das nächste Lied spielen	music	8
39353831313535	IN:SKIP_TRACK_MUSIC	Bitte diesen Song überspringen.	music	8
39353635353239	IN:SKIP_TRACK_MUSIC	Überspringe laufenden Song	music	8
39353633373739	IN:SKIP_TRACK_MUSIC	Überspringe dieses Lied auf Amazon Music.	music	8
39353039323932	IN:SKIP_TRACK_MUSIC	Spring zwei Lieder weiter	music	8
39353030353136	IN:SKIP_TRACK_MUSIC	wechsle zum nächsten Song	music	8
39343638393830	IN:SKIP_TRACK_MUSIC	Ich will das nächste Lied hören	music	8
39343635383038	IN:SKIP_TRACK_MUSIC	Springe zum nächsten Künstler	music	8
3132353837373438	IN:LIKE_MUSIC	Markiere das Lied als Favorit	music	9
3132353839343738	IN:GET_TRACK_INFO_MUSIC	Wer sind die Künstler auf diesem Album	music	10
39353739333334	IN:GET_TRACK_INFO_MUSIC	Von wem ist dieses Lied?	music	10
39353639303334	IN:GET_TRACK_INFO_MUSIC	Welches Album ist das?	music	10
39353536323532	IN:GET_TRACK_INFO_MUSIC	Von welchem Künstler ist dieser Titel?	music	10
39353333353232	IN:GET_TRACK_INFO_MUSIC	Ist dieser Song auf dem neuen Album?	music	10
39353331353733	IN:GET_TRACK_INFO_MUSIC	Welches Lied wird als Nächstes abgespielt?	music	10
39353330373833	IN:GET_TRACK_INFO_MUSIC	Wie heißt dieser Song?	music	10
39353238373137	IN:GET_TRACK_INFO_MUSIC	Welcher Künstler singt dieses Lied?	music	10
39343839393133	IN:GET_TRACK_INFO_MUSIC	wer spielt jetzt gerade	music	10
39343837313035	IN:GET_TRACK_INFO_MUSIC	Wie teuer ist es, dieses Lied zu kaufen?	music	10
39343638353130	IN:GET_TRACK_INFO_MUSIC	Ist das Enya?	music	10
3139393237353136	IN:GET_TRACK_INFO_MUSIC	Das ist ein gutes Lied auf Spotify, wie heißt es?	music	10
3132363139373635	IN:GET_TRACK_INFO_MUSIC	Wie lautet der Name des letzten Songs?	music	10
3132363036323038	IN:GET_TRACK_INFO_MUSIC	Wer ist der Künstler	music	10
3231313535333433	IN:CREATE_REMINDER	Erinnere mich, Carmen diese Woche Mittwoch für das Training abzuholen	reminder	11
3231313535323834	IN:CREATE_REMINDER	ERINNERE BRIDGETT, IHRE BESTELLUNG BIS DIENSTAG 15:00 UHR AUFZUGEBEN	reminder	11
3231313535323533	IN:CREATE_REMINDER	Erinnere mich morgen Don anzurufen, damit ich ihm dabei helfe, seine Trockenwand fertig zu stellen.	reminder	11
3231313535323430	IN:CREATE_REMINDER	Ich möchte den Bus morgen früh um 05:00 Uhr nicht verpassen, kannst du mich 15 Minuten vorher erinnern	reminder	11
3231313535313933	IN:CREATE_REMINDER	Erinner mich, für meinen Podcast am Sonntag zu recherchieren.	reminder	11
3231313535303139	IN:CREATE_REMINDER	Erinnere den Familien Gruppenchat über Messenger, dass über Politik nicht diskutiert werden darf.	reminder	11
3231313534353338	IN:CREATE_REMINDER	Erinnere mich, über das Wochenende an meiner 100-Liste zu arbeiten	reminder	11
3231313534303530	IN:CREATE_REMINDER	Erinnere mich, extra lange Laken für den College-Schlafsaal zu bestellen	reminder	11
3231313533343536	IN:CREATE_REMINDER	Erinnere mich, morgen Matts Briefmarken zu schicken.	reminder	11
3231313533333633	IN:CREATE_REMINDER	Erinnere mich, dass ich heute um 21:00 Uhr Milch kaufen gehe	reminder	11
3231313533323633	IN:CREATE_REMINDER	Die Testphase für mein eFax-Abonnement ist fast vorbei; stelle eine Erinnerung, den Service in zwei Wochen zu kündigen.	reminder	11
3231313531383530	IN:CREATE_REMINDER	Erinnere mich, Freitag Partysachen einzukaufen	reminder	11
3231313531383433	IN:CREATE_REMINDER	Ich muss Caleb etwas Geld bringen, erinnere mich bitte morgen Früh um 9:00 Uhr.	reminder	11
3231313531373231	IN:CREATE_REMINDER	Erinnere mich bitte meinen Gmail-Account um 16:00 östlicher Zeit zu prüfen	reminder	11
3231313531353631	IN:CREATE_REMINDER	Erinnere mich am Freitag, Makaels Medikamente zu holen	reminder	11
3231313531333431	IN:CREATE_REMINDER	Erinnere mich nächsten Mittwochnachmittag um 14:00 Uhr Paul anzurufen.	reminder	11
3231313530383537	IN:CREATE_REMINDER	Erinnere mich meinen Vater am Vatertag anzurufen	reminder	11
3231313530343738	IN:CREATE_REMINDER	Erinnere mich, mein Mittagessen für morgen zu packen.	reminder	11
3231313530323033	IN:CREATE_REMINDER	Erinnere mich, diesen Nachmittag nach Lindas Facebook Post über Töpferwaren zu suchen.	reminder	11
3231313530313137	IN:CREATE_REMINDER	Erstelle eine Erinnerung, meinen neuen Job am Freitag um 8:00 Uhr zu beginnen	reminder	11
3231313439363639	IN:CREATE_REMINDER	Erinnere mich, bis nächsten Samstag um 18:00 Uhr etwas für unseren Buchclub zu machen	reminder	11
3231313439343332	IN:CREATE_REMINDER	Erstelle eine Erinnerung, meine Schwester morgen per Videochat anzurufen.	reminder	11
3231313439333335	IN:CREATE_REMINDER	Erinner mich an die Konferenz mit meiner Schwester, über die Details der Geburtstagsfeier meiner Mutter	reminder	11
3231313439333237	IN:CREATE_REMINDER	Erstelle eine Erinnerung für Papa mich am Sonntagmittag zum Tennis zu treffen.	reminder	11
3231313439313335	IN:CREATE_REMINDER	Erstelle eine Erinnerung am 02.08. für einen Arzttermin um 09:45 Uhr	reminder	11
3231313439303232	IN:CREATE_REMINDER	Erinnere mich Danielles Erlaubnisschein für ihre Sprachanalyse zu suchen.	reminder	11
3231313438383431	IN:CREATE_REMINDER	Flughafen Trip in 3 Tagen; bitte stelle vorher eine 2-stündige Erinnerung	reminder	11
3231313438383239	IN:CREATE_REMINDER	Erinnere mich, Eis zu holen	reminder	11
