200572,0
200844,0
200938,0
201055,0
201262,0
201286,0
201429,0
201595,0
201871,0
201969,0
202258,0
202583,0
202914,0
203109,0
203445,0
203765,0
203843,0
203928,0
204457,0
204496,0
204527,0
204701,0
204771,0
204847,0
204953,0
240056,0
240096,0
240338,0
240433,0
240486,0
240664,0
241075,0
241250,0
241269,0
241303,0
241390,0
241741,0
242017,0
242230,0
242273,0
242455,0
242735,0
242803,0
243263,0
243475,0
243832,0
243882,0
244374,0
244727,0
245010,0
320097,1
320145,1
320195,1
320228,1
320290,1
320475,1
320579,1
320610,1
320747,1
320752,1
320790,1
320914,1
321211,1
321298,1
321562,1
321665,1
321759,1
321763,1
321800,1
322049,1
322090,1
322558,1
322583,1
322886,1
323212,1
360104,1
360274,1
360379,1
360430,1
360620,1
360709,1
360780,1
360821,1
360824,1
360862,1
360943,1
361066,1
361398,1
361476,1
361565,1
361567,1
361606,1
361658,1
361671,1
361786,1
361833,1
362001,1
362215,1
362460,1
362579,1
