1000068,0
1000080,0
1000087,0
1000126,0
1000136,0
1000198,0
1000224,0
1000270,0
1000287,0
1000297,0
1000309,0
1000340,0
1000395,0
1000443,0
1000557,0
1000568,0
1000571,0
1000584,0
1000610,0
1000652,0
1000660,0
1000671,0
1000692,0
1000698,0
1000711,0
1040018,0
1040024,0
1040053,0
1040103,0
1040150,0
1040173,0
1040276,0
1040280,0
1040345,0
1040391,0
1040436,0
1040479,0
1040549,0
1040572,0
1040636,0
1040647,0
1040649,0
1040699,0
1040741,0
1040756,0
1040849,0
1040853,0
1040935,0
1040971,0
1040981,0
1120019,1
1120031,1
1120050,1
1120068,1
1120080,1
1120099,1
1120139,1
1120232,1
1120271,1
1120328,1
1120374,1
1120494,1
1120513,1
1120564,1
1120596,1
1120606,1
1120628,1
1120663,1
1120677,1
1120709,1
1120715,1
1120775,1
1120853,1
1120860,1
1120931,1
1160052,1
1160091,1
1160116,1
1160193,1
1160428,1
1160459,1
1160537,1
1160581,1
1160625,1
1160639,1
1160678,1
1160767,1
1160773,1
1160862,1
1160891,1
1160892,1
1161047,1
1161051,1
1161139,1
1161168,1
1161180,1
1161328,1
1161329,1
1161380,1
1161384,1
