1006501,0
1006601,0
1006701,0
1006801,0
1006901,0
1007001,0
1007101,0
1007201,0
1007301,0
1007401,0
1014001,1
1014101,1
1014201,1
1014301,1
1014401,1
1014501,1
1014601,1
1014701,1
1014801,1
1014901,1
1006502,0
1006602,0
1006702,0
1006802,0
1006902,0
1007002,0
1007102,0
1007202,0
1007302,0
1007402,0
1014002,1
1014102,1
1014202,1
1014302,1
1014402,1
1014502,1
1014602,1
1014702,1
1014802,1
1014902,1
1006503,0
1006603,0
1006703,0
1006803,0
1006903,0
1007003,0
1007103,0
1007203,0
1007303,0
1007403,0
1014003,1
1014103,1
1014203,1
1014303,1
1014403,1
1014503,1
1014603,1
1014703,1
1014803,1
1014903,1
1006504,0
1006604,0
1006704,0
1006804,0
1006904,0
1007004,0
1007104,0
1007204,0
1007304,0
1007404,0
1014004,1
1014104,1
1014204,1
1014304,1
1014404,1
1014504,1
1014604,1
1014704,1
1014804,1
1014904,1
