ID	intent	text	domain	label
3232343533373130	IN:SET_RSVP_INTERESTED	Responde que tal vez para el cuarto evento	event	0
3232343533363531	IN:SET_RSVP_INTERESTED	Responder que estoy interesdo en el quinto evento	event	0
3232343533353933	IN:SET_RSVP_INTERESTED	contestar interesado a la conferencia de urbanismo digital	event	0
3232343533353330	IN:SET_RSVP_INTERESTED	Responde Quizás a Eat Drink Play Los Gatos	event	0
3232343533343830	IN:SET_RSVP_INTERESTED	responder interesado para el tercer evento	event	0
3232343533343535	IN:SET_RSVP_INTERESTED	márcame como interesado para este evento	event	0
3232343533333836	IN:SET_RSVP_INTERESTED	Contesta quizás al segundo evento	event	0
3232343533313735	IN:SET_RSVP_INTERESTED	Márcame como interesado en la conferencia de urbanismo digital	event	0
3231323330363032	IN:GET_REMINDER_AMOUNT	¿Cuántos recordatorios tengo yo de citas para la cera?	reminder	2
3232323230333234	IN:PLAY_MEDIA	Encuentra a Rihanna.	music	3
3232323230333134	IN:PLAY_MEDIA	¿Puedes buscar y poner Impreska, Vol 19 de Usher?	music	3
3232323230333436	IN:PLAY_MEDIA	Busca covers de Gucci Mane.	music	3
3231323334373232	IN:GET_REMINDER_DATE_TIME	¿Cuándo se va a mandar el recordatorio de la fiesta de cumpleaños de Phil ?	reminder	4
3231323333393539	IN:GET_REMINDER_DATE_TIME	¿Cuándo es mi próximo recordatorio de grupo de rottweilers?	reminder	4
3231323333323539	IN:GET_REMINDER_DATE_TIME	¿La alerta de mi recordatorio para almorzar está programada para hace una hora?	reminder	4
3231323332393835	IN:GET_REMINDER_DATE_TIME	¿A qué hora está fijado el recordatorio para la fiesta de jubilación de Jim?	reminder	4
3231323330373435	IN:GET_REMINDER_DATE_TIME	¿cuándo es mi recordatorio para el café con Alex?	reminder	4
3231323239363637	IN:GET_REMINDER_DATE_TIME	¿Cuándo es el recordatorio del concierto?	reminder	4
3231323238333736	IN:GET_REMINDER_DATE_TIME	¿A qué hora es mi recordatorio para la cita para almorzar con mis amigos mañana?	reminder	4
3231323237353738	IN:GET_REMINDER_DATE_TIME	Déjame ver para cuando está puesto el recordatorio para la reunión de trabajo	reminder	4
3132363031353339	IN:LOOP_MUSIC	Repite la última pista seis veces	music	6
39353238343336	IN:LOOP_MUSIC	Pon Despacito a repetir	music	6
39353134383530	IN:LOOP_MUSIC	Deja esta canción en "repetición" hasta que te diga que la detengas.	music	6
39343734383837	IN:LOOP_MUSIC	Repetir esta pista.	music	6
3132353935393032	IN:LOOP_MUSIC	Reproduce esta canción por una hora.	music	6
3132363036343134	IN:SKIP_TRACK_MUSIC	sáltalo	music	8
3132353732393233	IN:SKIP_TRACK_MUSIC	reproduce otra pista	music	8
3132353634393137	IN:SKIP_TRACK_MUSIC	Saltea esta música, por favor	music	8
39353831313535	IN:SKIP_TRACK_MUSIC	salta esta canción	music	8
39353735313235	IN:SKIP_TRACK_MUSIC	saltar la pista	music	8
39353639383438	IN:SKIP_TRACK_MUSIC	Salta todas las canciones country.	music	8
39353131353631	IN:SKIP_TRACK_MUSIC	Por favor, saltar Beyonce.	music	8
39353039323932	IN:SKIP_TRACK_MUSIC	Adelanta dos pistas	music	8
3132363139313739	IN:LIKE_MUSIC	Agrega está canción a mis favoritas	music	9
3132363130353134	IN:LIKE_MUSIC	Dale a esto un pulgar arriba	music	9
3132353839323239	IN:LIKE_MUSIC	Dar aprobación	music	9
3132353837373438	IN:LIKE_MUSIC	Marca esta canción como "favorita"	music	9
39353830313133	IN:LIKE_MUSIC	Agrega a favoritos la pista actual	music	9
3139393237343833	IN:GET_TRACK_INFO_MUSIC	¿Cuál es la canción que está tocando en iHeartRadio en este momento?	music	10
3132363231303136	IN:GET_TRACK_INFO_MUSIC	¿Cuál es el nombre esta canción?	music	10
3132363138343330	IN:GET_TRACK_INFO_MUSIC	Cómo se llama este álbum	music	10
3132363133383634	IN:GET_TRACK_INFO_MUSIC	por quién es este	music	10
3132363036323038	IN:GET_TRACK_INFO_MUSIC	¿Quién es el artista?	music	10
3132353932383338	IN:GET_TRACK_INFO_MUSIC	¿Es una canción nueva?	music	10
3132353839343738	IN:GET_TRACK_INFO_MUSIC	¿Quiénes son los artistas en este álbum?	music	10
3132353832363530	IN:GET_TRACK_INFO_MUSIC	Cuándo salió esta canción	music	10
3132353737353537	IN:GET_TRACK_INFO_MUSIC	mostrar el nombre del cantante en todas las canciones	music	10
39353830303236	IN:GET_TRACK_INFO_MUSIC	¿Cómo se llama esta canción?	music	10
39353739343432	IN:GET_TRACK_INFO_MUSIC	¿Cómo se llama la canción?	music	10
39353739333334	IN:GET_TRACK_INFO_MUSIC	¿Quién es el artista de esta canción?	music	10
39353738383934	IN:GET_TRACK_INFO_MUSIC	nombre del álbum	music	10
3231353231383932	IN:CREATE_REMINDER	lanzar un plan	reminder	11
3231343030383632	IN:CREATE_REMINDER	Recuérdame que tengo que hervir el colinabo.	reminder	11
3231343030373035	IN:CREATE_REMINDER	Recuérdame el sábado.	reminder	11
3231343030363939	IN:CREATE_REMINDER	Recuérdame que Bruce llegará pasado mañana.	reminder	11
3231343030363532	IN:CREATE_REMINDER	Recuérdame llamar a la abuela	reminder	11
3231343030363432	IN:CREATE_REMINDER	Acuérdame de llamar a mi hermano después del trabajo.	reminder	11
3231343030363238	IN:CREATE_REMINDER	Recuérdame mandarle un email a mi hermano pequeño.	reminder	11
3231343030353636	IN:CREATE_REMINDER	Recordarme apagar la cocina.	reminder	11
3231333932363032	IN:CREATE_REMINDER	He dicho que pongas un recordatorio para que prepare las maletas para ir al Afest	reminder	11
3231323432333239	IN:CREATE_REMINDER	Establece un recordatorio para que el sprint Ágil actual se complete el jueves a las 5 p. m.	reminder	11
3231323432333232	IN:CREATE_REMINDER	Recuérdame llamar a Natalie mañana	reminder	11
3231323432333132	IN:CREATE_REMINDER	recuérdame llamar al plomero esta tarde	reminder	11
3231323432323137	IN:CREATE_REMINDER	Recuérdame que llame a mamá a las 7	reminder	11
3231323432313032	IN:CREATE_REMINDER	po, un recordatorio para llamar a papá esta noche a las 5	reminder	11
3231323432303730	IN:CREATE_REMINDER	Recuérdame tomar una ruta alternativa del trabajo a la casa esta noche.	reminder	11
3231323432303032	IN:CREATE_REMINDER	Recuérdame recoger a mi hija en clase de baile a las 5:45 esta noche	reminder	11
3231323431393134	IN:CREATE_REMINDER	recuérdame conseguir leche camino a casa.	reminder	11
3231323431383730	IN:CREATE_REMINDER	Recuérdame ir al oculista mañana a la una	reminder	11
3231323431363636	IN:CREATE_REMINDER	Recordarme llamar a mamá esta noche a las 5.	reminder	11
