ID	intent	text	domain	label
3232343533313232	IN:SET_RSVP_INTERESTED	Responde quizás para el segundo evento.	event	0
3232343533303630	IN:SET_RSVP_INTERESTED	Puede que quiera ir al segundo evento.	event	0
3232343532393238	IN:SET_RSVP_INTERESTED	Me interesa ir a Roxanne Dunbar-Ortiz con Nikkita Oliver.	event	0
3232343532383336	IN:SET_RSVP_INTERESTED	Establece mi estado como "Tal vez" para el tercer evento.	event	0
3232343532383030	IN:SET_RSVP_INTERESTED	Indica que me interesa el evento Autumnal Gathering.	event	0
3232343532363235	IN:SET_RSVP_INTERESTED	Cambia mi estado a "me interesa" para la Conferencia Interactiva de Los Ángeles 2019.	event	0
3232343532343837	IN:SET_RSVP_INTERESTED	Quizás me den ganas de ir al Soul Summit.	event	0
3232323232313135	IN:SET_RSVP_INTERESTED	Elige "Tal vez asista" como confirmación para este evento.	event	0
3232323230303939	IN:PLAY_MEDIA	Busca sábanas de Tiger Woods.	music	3
3231323234373330	IN:GET_REMINDER_DATE_TIME	¿Cuándo es mi recordatorio para enviar información por correo electrónico a Jon?	reminder	4
3231323234363036	IN:GET_REMINDER_DATE_TIME	¿Cuántas semanas faltan para el recordatorio del cumpleaños de mi papá?	reminder	4
3231323234343330	IN:GET_REMINDER_DATE_TIME	¿Cuándo es el recordatorio del vuelo la próxima semana?	reminder	4
3231313436313030	IN:GET_REMINDER_DATE_TIME	Recuérdame a qué hora tengo programada mi cita para el cabello.	reminder	4
39353231373239	IN:LOOP_MUSIC	Repite la canción.	music	6
39353434353938	IN:SKIP_TRACK_MUSIC	No quiero escuchar esta canción, pasa a la siguiente.	music	8
39353337303737	IN:SKIP_TRACK_MUSIC	Omite esta canción otra vez.	music	8
39353334333835	IN:SKIP_TRACK_MUSIC	OMITE ESTA CANCIÓN.	music	8
39353330393839	IN:SKIP_TRACK_MUSIC	Salta la canción.	music	8
39353039323934	IN:SKIP_TRACK_MUSIC	¿Puedes saltear la pista actual?	music	8
39343939383533	IN:SKIP_TRACK_MUSIC	Omite cualquier canción de Journey.	music	8
39353439323739	IN:LIKE_MUSIC	Añade esta canción a favoritos.	music	9
39353531363734	IN:GET_TRACK_INFO_MUSIC	¿Quién canta la canción Hey Pretty?	music	10
