ID	intent	text	domain	label
3232343532373730	IN:SET_RSVP_INTERESTED	interested in going to the first event	event	0
3232343533323330	IN:SET_RSVP_INTERESTED	set my status as interested for Brickpalooza	event	0
3232323232313135	IN:SET_RSVP_INTERESTED	RSVP maybe to this event	event	0
3232343533303630	IN:SET_RSVP_INTERESTED	I might want to go to the second event	event	0
3232343532363533	IN:SET_RSVP_INTERESTED	interested in going to Two Door Cinema Club	event	0
3232343533343035	IN:SET_RSVP_INTERESTED	set my status as interested for Awakening You	event	0
3232323232313431	IN:SET_RSVP_INTERESTED	Change my status to interested for the third event	event	0
3232343532393238	IN:SET_RSVP_INTERESTED	interested in going to Roxanne Dunbar-Ortiz with Nikkita Oliver	event	0
3232343533363937	IN:SET_RSVP_INTERESTED	respond interested to Moon Viewing	event	0
3232343533313232	IN:SET_RSVP_INTERESTED	rsvp maybe for the second event	event	0
3232343533313735	IN:SET_RSVP_INTERESTED	mark me as interested for Digital Urbanisms Conference	event	0
3232343533363231	IN:SET_RSVP_INTERESTED	respond maybe to Wolverine Recovery in the North Cascades	event	0
3231323339383031	IN:GET_REMINDER_AMOUNT	How many reminders do I have set up?	reminder	2
3231323331323434	IN:GET_REMINDER_AMOUNT	How many reminders are set for October 7th?	reminder	2
3231323331353030	IN:GET_REMINDER_AMOUNT	how many reminders do I have next week?	reminder	2
3232323230333137	IN:PLAY_MEDIA	Find Juice WRLD covers.	music	3
3232323230333134	IN:PLAY_MEDIA	Can you find and play Impreska, Vol 19 by Usher?	music	3
3231323333373832	IN:GET_REMINDER_DATE_TIME	Is my reminder for tomorrow in the morning?	reminder	4
3231323331393739	IN:GET_REMINDER_DATE_TIME	What time does the class reunion invitation reminder show?	reminder	4
3231323235303837	IN:GET_REMINDER_DATE_TIME	when was my last exterminator reminder	reminder	4
3231323234373330	IN:GET_REMINDER_DATE_TIME	When is my reminder to email Jon information?	reminder	4
3231323238333736	IN:GET_REMINDER_DATE_TIME	What time is my reminder for the lunch date with my friends tomorrow?	reminder	4
3231323337373035	IN:GET_REMINDER_DATE_TIME	Remind me when the number five shows up	reminder	4
3231323333323539	IN:GET_REMINDER_DATE_TIME	Is the alert time for my brunch reminder set for an hour before?	reminder	4
3231323332363130	IN:GET_REMINDER_DATE_TIME	What day is my vacation reminder?	reminder	4
3231323237353738	IN:GET_REMINDER_DATE_TIME	Let me see when the reminder is set for the work meeting	reminder	4
3231323330323634	IN:GET_REMINDER_DATE_TIME	Tell me when the state fair reminder is set for.	reminder	4
3138393931313134	IN:GET_EMPLOYMENT_TIME	How long has Abigail been a nurse?	people	5
3138393931333738	IN:GET_EMPLOYMENT_TIME	Did Tonya work at Chipotle before Google?	people	5
